"","X.1","Exp","DistC","DistN","BarC","BarN","CalleC","CalleN","PC","DiaSN","DiaSn","DiaTipo","Ano","Mesn","MesN","Dia","Turno","Hora","Causa","Veh","Sexo","Edad","PersT","Sit","Vict","X","Y","Long","Lat"
"1185",1185,"2017S001009    ",7,"Horta-Guinardó",43,"Horta",349105,"Universal","0049 0051","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Matí",8,"No és causa del  vianant","Motocicleta","Home","30","Conductor","Presentado","Ferit lleu",429991.02,4587908.39,"2.160873","41.437848"
"1186",1186,"2017S001010    ",2,"Eixample",6,"la Sagrada Família",292201,"Sagrada Família","0016 0016","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Matí",8,"No és causa del  vianant","Motocicleta","Home","24","Conductor","Presentado","Ferit lleu",430956.78,4584076.72,"2.172861","41.403418"
"1187",1187,"2017S001010    ",2,"Eixample",6,"la Sagrada Família",292201,"Sagrada Família","0016 0016","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Matí",8,"No és causa del  vianant","Motocicleta","Home","28","Conductor","Presentado","Ferit lleu",430956.78,4584076.72,"2.172861","41.403418"
"1188",1188,"2017S001011    ",8,"Nou Barris",49,"Canyelles",18254,"Antonio Machado","0025 0025","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Matí",10,"No és causa del  vianant","Turismo","Dona","28","Conductor","Presentado","Ferit lleu",430620.57,4588553.36,"2.168328","41.443712"
"1189",1189,"2017S001012    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161101,"Independència","0321 0321","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Matí",11,"No és causa del  vianant","Bicicleta","Dona","37","Vianant","Desconegut","Ferit lleu",431667.54,4584712.26,"2.181295","41.409207"
"1190",1190,"2017S001013    ",2,"Eixample",7,"la Dreta de l'Eixample",112900,"Escoles","0003 0003","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Matí",11,"No és causa del  vianant","Motocicleta","Home","51","Conductor","Presentado","Ferit lleu",430601.81,4583194.35,"2.168716","41.395444"
"1191",1191,"2017S001014    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",98800,"Dénia","0010 0012","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Matí",10,"No és causa del  vianant","Motocicleta","Home","41","Conductor","Presentado","Ferit lleu",428993.79,4583491.32,"2.149448","41.397978"
"1192",1192,"2017S001017    ",9,"Sant Andreu",58,"Baró de Viver",57609,"Campins","0010 0010","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Matí",13,"No és causa del  vianant","Motocicleta","Home","44","Conductor","Presentado","Ferit lleu",433152.59,4588884.83,"2.198599","41.446908"
"1193",1193,"2017S001018    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó","0090 0090","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Matí",13,"No és causa del  vianant","Furgoneta","Dona","19","Vianant","Desconegut","Ferit lleu",429285.76,4581847.73,"2.153133","41.383197"
"1194",1194,"2017S001019    ",2,"Eixample",7,"la Dreta de l'Eixample",31300,"Bailèn","0055 0059","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",14,"No és causa del  vianant","Motocicleta","Dona","38","Conductor","Presentado","Ferit lleu",430993.04,4583102.96,"2.173415","41.394649"
"1195",1195,"2017S001020    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",191204,"Mallorca","0082 0082","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",14,"No és causa del  vianant","Motocicleta","Home","41","Conductor","Presentado","Ferit lleu",429105.57,4582045.07,"2.150957","41.384965"
"1196",1196,"2017S001021    ",2,"Eixample",7,"la Dreta de l'Eixample",309406,"Sant Pere","0013 0013","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Matí",12,"No és causa del  vianant","Turismo","Home","59","Vianant","Desconegut","Ferit lleu",430833.43,4582441.09,"2.171577","41.388682"
"1197",1197,"2017S001022    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701307,"Martinica","0016 0016","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",14,"No és causa del  vianant","Motocicleta","Home","39","Conductor","Presentado","Ferit lleu",428020.72,4575106.49,"2.138805","41.322371"
"1198",1198,"2017S001023    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"Meridiana","0203 0205","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",15,"No és causa del  vianant","Motocicleta","Home","33","Conductor","Presentado","Ferit lleu",432116.48,4585382.72,"2.186591","41.41528"
"1199",1199,"2017S001024    ",7,"Horta-Guinardó",33,"el Baix Guinardó",365702,"Mare de Déu de Montserrat","0020 0020","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",16,"No és causa del  vianant","Ciclomotor","Dona","33","Conductor","Presentado","Ferit lleu",430017.97,4585218.19,"2.161496","41.413623"
"1200",1200,"2017S001025    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",128503,"Folgueroles","0037X0037X","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",15,"No és causa del  vianant","Motocicleta","Dona","27","Conductor","Presentado","Ferit lleu",427988.59,4584552.43,"2.1373","41.407445"
"1201",1201,"2017S001026    ",7,"Horta-Guinardó",35,"el Guinardó",141603,"Garrofers","0029 0029","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",17,"No és causa del  vianant","Turismo","Home","44","Vianant","Desconegut","Ferit lleu",430933.4,4585767.36,"2.172393","41.418647"
"1202",1202,"2017S001027    ",1,"Ciutat Vella",1,"el Raval",21306,"Arc del Teatre","0004 0004","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",18,"No és causa del  vianant","Motocicleta","Home","38","Conductor","Presentado","Ferit lleu",431124.08,4581292.59,"2.175188","41.378358"
"1203",1203,"2017S001028    ",10,"Sant Martí",72,"Sant Martí de Provençals",60807,"Cantàbria","0015 0015","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",14,"No és causa del  vianant","Ciclomotor","Home","51","Conductor","Presentado","Ferit lleu",433497.23,4585706.44,"2.203078","41.418314"
"1204",1204,"2017S001029    ",1,"Ciutat Vella",1,"el Raval",701500,"Nou de Sadurní","0002 0002","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",18,"No és causa del  vianant","Ciclomotor","Home","23","Conductor","Presentado","Ferit lleu",430705.05,4581372.61,"2.170168","41.379043"
"1205",1205,"2017S001030    ",10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda","0172 0174","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",18,"No és causa del  vianant","Ciclomotor","Dona","27","Passatger","Desconegut","Ferit lleu",433041.1,4585063.5,"2.197694","41.412484"
"1206",1206,"2017S001030    ",10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda","0172 0174","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",18,"No és causa del  vianant","Ciclomotor","Home","28","Conductor","Presentado","Ferit lleu",433041.1,4585063.5,"2.197694","41.412484"
"1207",1207,"2017S001031    ",3,"Sants-Montjuïc",17,"Sants - Badal",50905,"Ventura Plaja","0056 0056","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",19,"No és causa del  vianant","Motocicleta","Home","20","Conductor","Presentado","Ferit lleu",426932.65,4580857.2,"2.125113","41.37407"
"1208",1208,"2017S001032    ",7,"Horta-Guinardó",36,"la Font d'en Fargues",19701,"Arc de Sant Martí","0059 0059","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",19,"No és causa del  vianant","Ciclomotor","Home","32","Conductor","Presentado","Ferit lleu",430881.42,4586464.42,"2.171691","41.42492"
"1209",1209,"2017S001033    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",139805,"Ganduxer","0059 0061","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",18,"No és causa del  vianant","Turismo","Dona","70","Vianant","Desconegut","Ferit lleu",427833.86,4583429.02,"2.13558","41.397317"
"1210",1210,"2017S001034    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",279600,"República Argentina","0275 0275","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",20,"No és causa del  vianant","Motocicleta","Home","50","Conductor","Presentado","Ferit lleu",428093.68,4585215.1,"2.138478","41.413426"
"1211",1211,"2017S001035    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",240900,"Palafolls","0061 0061","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",20,"No és causa del  vianant","Turismo","Home","24","Conductor","Presentado","Ferit lleu",426081.18,4585040.49,"2.114427","41.411667"
"1212",1212,"2017S001036    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",196900,"Marià Cubí","0063 0063","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Tarda",18,"No és causa del  vianant","Motocicleta","Home","27","Conductor","Presentado","Ferit lleu",428963.9,4583479.91,"2.14909","41.397868"
"1213",1213,"2017S001037    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell","0062B0062B","Dimarts","Dm","Laboral",2017,2,"Febrer",7,"Nit",22,"No és causa del  vianant","Motocicleta","Dona","26","Conductor","Presentado","Ferit lleu",429790.19,4581723.8,"2.159186","41.382125"
"1214",1214,"2017S001038    ",6,"Gràcia",31,"la Vila de Gràcia",208001,"Torrent de l'Olla","0037 0037","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",8,"Altres","Bicicleta","Dona","69","Vianant","Desconegut","Ferit lleu",429857.06,4583692.76,"2.159759","41.399865"
"1215",1215,"2017S001039    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0101 0101","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",8,"No és causa del  vianant","Ciclomotor","Dona","37","Conductor","Presentado","Ferit lleu",427082.07,4582281.06,"2.126736","41.386909"
"1216",1216,"2017S001040    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",343903,"Corts","0101 0101","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",8,"No és causa del  vianant","Motocicleta","Home","34","Conductor","Presentado","Ferit lleu",426780.94,4581441.31,"2.123225","41.379316"
"1217",1217,"2017S001041    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",217104,"Muntanya","0054 0054","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",8,"No és causa del  vianant","Bicicleta","Home","31","Conductor","Presentado","Ferit lleu",431993.81,4585008.31,"2.185161","41.411901"
"1218",1218,"2017S001042    ",4,"Les Corts",19,"les Corts",265800,"Prat d'en Rull","0007 0007","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",8,"No és causa del  vianant","Motocicleta","Home","41","Conductor","Presentado","Ferit lleu",427965.75,4582463.24,"2.137274","41.388628"
"1219",1219,"2017S001043    ",3,"Sants-Montjuïc",15,"Hostafrancs",331507,"Tarragona","0127 0127","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",9,"No és causa del  vianant","Motocicleta","Home","43","Conductor","Presentado","Ferit lleu",428694.14,4581204.12,"2.146141","41.377354"
"1220",1220,"2017S001044    ",10,"Sant Martí",71,"Provençals del Poblenou",94300,"Cristóbal de Moura","0011X0011X","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",8,"No és causa del  vianant","Tranvía o tren","Dona","39","Passatger","Desconegut","Ferit lleu",433420.38,4584564.14,"2.202283","41.408022"
"1221",1221,"2017S001044    ",10,"Sant Martí",71,"Provençals del Poblenou",94300,"Cristóbal de Moura","0011X0011X","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",8,"No és causa del  vianant","Tranvía o tren","Dona","64","Passatger","Desconegut","Ferit lleu",433420.38,4584564.14,"2.202283","41.408022"
"1222",1222,"2017S001045    ",4,"Les Corts",21,"Pedralbes",7305,"Exèrcit","0001 0007","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",11,"No és causa del  vianant","Motocicleta","Home","40","Conductor","Presentado","Ferit lleu",425770.1,4582183.96,"2.111057","41.385906"
"1223",1223,"2017S001046    ",2,"Eixample",7,"la Dreta de l'Eixample",49509,"Bruc","0023 0023","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",11,"Desobeir el senyal del semàfor","Furgoneta","Dona","47","Vianant","Desconegut","Ferit lleu",431023.17,4582690.05,"2.173821","41.390941"
"1224",1224,"2017S001047    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",13909,"Amigó","0013 0013","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",13,"No és causa del  vianant","Motocicleta","Dona","53","Conductor","Presentado","Ferit lleu",428674.04,4583079.83,"2.145681","41.394239"
"1225",1225,"2017S001048    ",1,"Ciutat Vella",2,"el Barri Gòtic",541576,"Espanya","0007 0007","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",12,"No és causa del  vianant","Turismo","Home","26","Conductor","Presentado","Ferit lleu",431864.22,4581126.03,"2.184055","41.376926"
"1226",1226,"2017S001049    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0482 0486","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",14,"No és causa del  vianant","Motocicleta","Home","25","Conductor","Presentado","Ferit lleu",431430.05,4584133.65,"2.178525","41.403972"
"1227",1227,"2017S001050    ",10,"Sant Martí",71,"Provençals del Poblenou",342503,"Treball","0091 0091","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",13,"No és causa del  vianant","Furgoneta","Home","55","Vianant","Desconegut","Ferit greu",433958.86,4584852.08,"2.208688","41.41066"
"1228",1228,"2017S001051    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",50202,"Brusi","0033 0033","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",14,"Desobeir el senyal del semàfor","Ciclomotor","Dona","62","Vianant","Desconegut","Ferit lleu",428729.61,4583772.52,"2.146257","41.400486"
"1229",1229,"2017S001052    ",10,"Sant Martí",68,"el Poblenou",29206,"Àvila","0042 0046","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",14,"No és causa del  vianant","Motocicleta","Home","26","Conductor","Presentado","Ferit lleu",432966.39,4583219.85,"2.197001","41.39587"
"1230",1230,"2017S001053    ",4,"Les Corts",19,"les Corts",180900,"Loreto","0046 0046","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",13,"No és causa del  vianant","Motocicleta","Dona","44","Passatger","Desconegut","Ferit lleu",428416.14,4582764.84,"2.142632","41.391379"
"1231",1231,"2017S001053    ",4,"Les Corts",19,"les Corts",180900,"Loreto","0046 0046","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",13,"No és causa del  vianant","Motocicleta","Home","43","Conductor","Presentado","Ferit lleu",428416.14,4582764.84,"2.142632","41.391379"
"1232",1232,"2017S001054    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",46409,"Born","0034 0034","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",16,"No és causa del  vianant","Turismo","Home","34","Conductor","Presentado","Ferit lleu",431805.89,4582040.99,"2.183247","41.385153"
"1233",1233,"2017S001055    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,"Balmes","0232 0234","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",15,"No és causa del  vianant","Furgoneta","Home","32","Conductor","Presentado","Ferit lleu",429104.78,4583614.49,"2.150761","41.399096"
"1234",1234,"2017S001056    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",285501,"Roca i Batlle","0021 0021","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",15,"No és causa del  vianant","Motocicleta","Home","29","Conductor","Presentado","Ferit lleu",428285.19,4584687.2,"2.140837","41.408687"
"1235",1235,"2017S001057    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701307,"Martinica","0005 0005","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",14,"No és causa del  vianant","Turismo","Home","45","Conductor","Presentado","Ferit lleu",428019.49,4575236,"2.138778","41.323542"
"1236",1236,"2017S001058    ",2,"Eixample",5,"el Fort Pienc",-1,"Desconegut","Desconegut","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",16,"No és causa del  vianant","Motocicleta","Dona","47","Conductor","Presentado","Ferit lleu",431246.29,4583152.89,"2.176439","41.395129"
"1237",1237,"2017S001059    ",6,"Gràcia",28,"Vallcarca i els Penitents",146800,"Glòria","0015 0015","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",17,"No és causa del  vianant","Motocicleta","Home","50","Conductor","Presentado","Ferit lleu",428904.64,4584907.99,"2.148217","41.410724"
"1238",1238,"2017S001060    ",8,"Nou Barris",48,"la Guineueta",103003,"Doctor Pi i Molist","0126 0126","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",17,"Creuar per fora pas de vianants","Turismo","Home","16","Vianant","Desconegut","Ferit lleu",430904.35,4587696.6,"2.171825","41.436018"
"1239",1239,"2017S001062    ",10,"Sant Martí",71,"Provençals del Poblenou",701258,"Creu Roja","0000 0000","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Matí",13,"No és causa del  vianant","Motocicleta","Dona","34","Conductor","Presentado","Ferit lleu",432709.03,4584487.15,"2.193786","41.407269"
"1240",1240,"2017S001063    ",4,"Les Corts",21,"Pedralbes",333604,"John M. Keynes","0019 0019","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",18,"No és causa del  vianant","Motocicleta","Home","41","Conductor","Presentado","Ferit lleu",426186.94,4582294.47,"2.116019","41.386944"
"1241",1241,"2017S001064    ",4,"Les Corts",19,"les Corts",16703,"Anglesola","0008 0008","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",18,"No és causa del  vianant","Motocicleta","Home","55","Conductor","Presentado","Ferit lleu",427543.97,4582335.33,"2.132242","41.387437"
"1242",1242,"2017S001064    ",4,"Les Corts",19,"les Corts",16703,"Anglesola","0008 0008","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",18,"No és causa del  vianant","Motocicleta","Home","59","Conductor","Presentado","Ferit lleu",427543.97,4582335.33,"2.132242","41.387437"
"1243",1243,"2017S001064    ",4,"Les Corts",19,"les Corts",16703,"Anglesola","0008 0008","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",18,"No és causa del  vianant","Turismo","Home","32","Conductor","Presentado","Ferit lleu",427543.97,4582335.33,"2.132242","41.387437"
"1244",1244,"2017S001065    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701498,"B-10 (Besòs)","000680000","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",14,"No és causa del  vianant","Motocicleta","Home","27","Conductor","Presentado","Ferit lleu",434167.41,4583754.91,"2.211308","41.400788"
"1245",1245,"2017S001066    ",4,"Les Corts",19,"les Corts",180900,"Loreto","0039 0039","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",18,"No és causa del  vianant","Turismo","Dona","67","Passatger","Desconegut","Ferit lleu",428392.71,4582742.83,"2.142348","41.391179"
"1246",1246,"2017S001067    ",2,"Eixample",7,"la Dreta de l'Eixample",49509,"Bruc","0131 0131","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",17,"No és causa del  vianant","Turismo","Home","Desconegut","Vianant","Desconegut","Ferit lleu",430331.75,4583396.35,"2.165463","41.39724"
"1247",1247,"2017S001068    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",96407,"Xile","0014 0014","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",19,"No és causa del  vianant","Motocicleta","Home","39","Conductor","Presentado","Ferit lleu",425819.31,4581227.73,"2.11176","41.377301"
"1248",1248,"2017S001069    ",6,"Gràcia",31,"la Vila de Gràcia",79601,"Cigne","0017 0017","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",20,"No és causa del  vianant","Ciclomotor","Home","18","Conductor","Presentado","Ferit lleu",429361.53,4583759.77,"2.153818","41.400424"
"1249",1249,"2017S001070    ",2,"Eixample",7,"la Dreta de l'Eixample",32700,"Balmes","0044 0046","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",20,"No és causa del  vianant","Motocicleta","Home","29","Conductor","Presentado","Ferit greu",430160.11,4582457.46,"2.163526","41.388768"
"1250",1250,"2017S001071    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"Roger de Llúria","0099 0101","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",18,"No és causa del  vianant","Motocicleta","Home","57","Conductor","Presentado","Ferit lleu",430326.17,4583211.53,"2.165424","41.395573"
"1251",1251,"2017S001072    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",363809,"Villarroel","0100 0100","Dimecres","Dc","Laboral",2017,2,"Febrer",8,"Tarda",19,"No és causa del  vianant","Motocicleta","Home","37","Conductor","Presentado","Ferit lleu",429614.05,4582058.42,"2.157042","41.385126"
